scope,folder,filename,ext,size_mb,created,modified,modified_by,tags,asset_type,industry,product,competitor,status,suggest_ingest,skip_reason,web_url,drive_id,item_id
sales,Gartner Reading material/Gartner Peer Insights Reviews,GPI_ReviewSnippet_4488846_18082023.png,png,0.11,2023-08-18,2023-08-18,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Gartner%20Peer%20Insights%20Reviews/GPI_ReviewSnippet_4488846_18082023.png,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT56NJWB43TR3VA25KH6LCGNTS2C
sales,Gartner Reading material/Gartner Peer Insights Reviews,GPI_ReviewSnippet_4489178_18082023.png,png,0.11,2023-08-18,2023-08-18,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Gartner%20Peer%20Insights%20Reviews/GPI_ReviewSnippet_4489178_18082023.png,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHTZWPABOFO73KFEZA6VMBM22NONB
sales,Gartner Reading material/Gartner Peer Insights Reviews,GPI_ReviewSnippet_4490706_18082023.png,png,0.1,2023-08-18,2023-08-18,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Gartner%20Peer%20Insights%20Reviews/GPI_ReviewSnippet_4490706_18082023.png,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT66FBCZZUAYH5AIBVKQT22AHRKC
sales,Gartner Reading material/Gartner Peer Insights Reviews,GPI_ReviewSnippet_4491144_18082023.png,png,0.11,2023-08-18,2023-08-18,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Gartner%20Peer%20Insights%20Reviews/GPI_ReviewSnippet_4491144_18082023.png,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT2GYZ54EEUZHFD3BHWM5S5D3O76
sales,Gartner Reading material/Gartner Peer Insights Reviews,GPI_ReviewSnippet_4512236_18082023.png,png,0.11,2023-08-18,2023-08-18,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Gartner%20Peer%20Insights%20Reviews/GPI_ReviewSnippet_4512236_18082023.png,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT5YBWR4Z7NDTFGZZNXXQBSVMWBY
sales,Gartner Reading material/Gartner Peer Insights Reviews,GPI_ReviewSnippet_4521314_18082023.png,png,0.11,2023-08-18,2023-08-18,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Gartner%20Peer%20Insights%20Reviews/GPI_ReviewSnippet_4521314_18082023.png,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT7N7SFSSTUPDJDI3CJMG6SAK4W3
sales,Gartner Reading material/Gartner Peer Insights Reviews,GPI_ReviewSnippet_4525034_18082023.png,png,0.11,2023-08-18,2023-08-18,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Gartner%20Peer%20Insights%20Reviews/GPI_ReviewSnippet_4525034_18082023.png,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT7HEI3IK7Z3XRF34CBACZBSFXCI
sales,Gartner Reading material/Gartner Peer Insights Reviews,GPI_ReviewSnippet_4527672_18082023.png,png,0.11,2023-08-18,2023-08-18,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Gartner%20Peer%20Insights%20Reviews/GPI_ReviewSnippet_4527672_18082023.png,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHTZWNSQV2CAAIRELJPYWN5KX4PFI
sales,Gartner Reading material/Gartner Peer Insights Reviews,GPI_ReviewSnippet_4527858_18082023.png,png,0.11,2023-08-18,2023-08-18,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Gartner%20Peer%20Insights%20Reviews/GPI_ReviewSnippet_4527858_18082023.png,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHTZHU3A2T2BITFH3ZFW2UYYAGVA6
sales,Gartner Reading material/Gartner Peer Insights Reviews,GPI_ReviewSnippet_4547000_18082023.png,png,0.12,2023-08-18,2023-08-18,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Gartner%20Peer%20Insights%20Reviews/GPI_ReviewSnippet_4547000_18082023.png,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT3RP4EJKFTBKNEKFMDNWVGKUS4J
sales,Gartner Reading material/Gartner Peer Insights Reviews,GPI_ReviewSnippet_4560166_18082023.png,png,0.12,2023-08-18,2023-08-18,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Gartner%20Peer%20Insights%20Reviews/GPI_ReviewSnippet_4560166_18082023.png,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT4H5T6Y6ZWI6FEKA567ZGFQBXIH
sales,Gartner Reading material/Gartner Peer Insights Reviews,Voice_of_the_Custome_772112_ndx.pdf,pdf,4.24,2023-08-18,2023-08-18,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Gartner%20Peer%20Insights%20Reviews/Voice_of_the_Custome_772112_ndx.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT3XEUL73ULJYZD3G6CNEODYFSBB
sales,Gartner Reading material/Gartner Peer Insights Reviews,Voice_of_the_Custome_809058_ndx.pdf,pdf,1.83,2024-06-05,2024-06-05,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Gartner%20Peer%20Insights%20Reviews/Voice_of_the_Custome_809058_ndx.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHTZCEKJLONIKPFC3MIAKLC6YOY2P
sales,Gartner Reading material/Gartner Peer Insights Reviews/Archieve,Review_Access Management_Accops_Accops Digital Workspace_Display.pdf,pdf,0.26,2022-08-16,2022-08-16,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Gartner%20Peer%20Insights%20Reviews/Archieve/Review_Access%20Management_Accops_Accops%20Digital%20Workspace_Display.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT3R76BOEN4DWJEJU7BRDXIWWNOC
sales,Gartner Reading material/Gartner Peer Insights Reviews/Archieve,Review_Access Management_Accops_Accops HyID_Display (1).pdf,pdf,0.27,2022-08-16,2022-08-16,SANDIP MALLIK,Analyst Report; HyID; Sales,Analyst Report,,HyID,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Gartner%20Peer%20Insights%20Reviews/Archieve/Review_Access%20Management_Accops_Accops%20HyID_Display%20(1).pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT2WPXBQG3RJKJBJDI5LDBADYCCS
sales,Gartner Reading material/Gartner Peer Insights Reviews/Archieve,Review_Access Management_Accops_Accops HyID_Display.pdf,pdf,0.25,2022-08-16,2022-08-16,SANDIP MALLIK,Analyst Report; HyID; Sales,Analyst Report,,HyID,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Gartner%20Peer%20Insights%20Reviews/Archieve/Review_Access%20Management_Accops_Accops%20HyID_Display.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT3AEU4L35N4CND3JHCCIVQBVSFG
sales,Gartner Reading material/Gartner Peer Insights Reviews/Archieve,Review_Desktop as a Service_Accops_Accops HyWorks_Display (1).pdf,pdf,0.26,2022-08-16,2022-08-16,SANDIP MALLIK,Analyst Report; HyWorks; DaaS; Sales,Analyst Report,,HyWorks; DaaS,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Gartner%20Peer%20Insights%20Reviews/Archieve/Review_Desktop%20as%20a%20Service_Accops_Accops%20HyWorks_Display%20(1).pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT2YZJEW4T3F5BCYPSOUTIU76NDL
sales,Gartner Reading material/Gartner Peer Insights Reviews/Archieve,Review_Desktop as a Service_Accops_Accops HyWorks_Display.pdf,pdf,0.26,2022-08-16,2022-08-16,SANDIP MALLIK,Analyst Report; HyWorks; DaaS; Sales,Analyst Report,,HyWorks; DaaS,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Gartner%20Peer%20Insights%20Reviews/Archieve/Review_Desktop%20as%20a%20Service_Accops_Accops%20HyWorks_Display.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHTZPZMJVAYZ3SRHZUDG45QYB3PS3
sales,Gartner Reading material/Past Symposium Presentations for Reading,Building a Digital Future_ The Metaverse.pdf,pdf,1.97,2022-11-17,2022-11-17,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Past%20Symposium%20Presentations%20for%20Reading/Building%20a%20Digital%20Future_%20The%20Metaverse.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT6A6HGRJYQ4SNBJ65XLWOF7NNQA
sales,Gartner Reading material/Past Symposium Presentations for Reading,Creating a Future of Work Strategy.pdf,pdf,3.41,2022-11-17,2022-11-17,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Past%20Symposium%20Presentations%20for%20Reading/Creating%20a%20Future%20of%20Work%20Strategy.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT7PFDRJOQAYINDKO55HTPC4V7FN
sales,Gartner Reading material/Past Symposium Presentations for Reading,Don't Just Add to Your Customer Experience - Subtract From It.pdf,pdf,1.03,2022-11-17,2022-11-17,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Past%20Symposium%20Presentations%20for%20Reading/Don%27t%20Just%20Add%20to%20Your%20Customer%20Experience%20-%20Subtract%20From%20It.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT3K7VQX5RCDHNEIPSP2ZAHVL4G7
sales,Gartner Reading material/Past Symposium Presentations for Reading,Driving Competitive Advantage _ Board of Directors Survey 2023.pdf,pdf,1.22,2022-11-18,2022-11-18,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Past%20Symposium%20Presentations%20for%20Reading/Driving%20Competitive%20Advantage%20_%20Board%20of%20Directors%20Survey%202023.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT5D66D3W5NJM5A23NK3KMYBCEFP
sales,Gartner Reading material/Past Symposium Presentations for Reading,Five Steps for Dynamic Management of Globalization Risks in Uncertain Times.pdf,pdf,2.9,2022-11-17,2022-11-17,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Past%20Symposium%20Presentations%20for%20Reading/Five%20Steps%20for%20Dynamic%20Management%20of%20Globalization%20Risks%20in%20Uncertain%20Times.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT7ILAOKUYD6CFEZJXMS4T4QJMFC
sales,Gartner Reading material/Past Symposium Presentations for Reading,Future of Cloud 2027_ From Technology to Business Innovation.pdf,pdf,0.25,2022-11-17,2022-11-17,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Past%20Symposium%20Presentations%20for%20Reading/Future%20of%20Cloud%202027_%20From%20Technology%20to%20Business%20Innovation.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT4CJKDNNJ5KANCKHECOV4EL6OFF
sales,Gartner Reading material/Past Symposium Presentations for Reading,Future of Work_ Getting the Talent and Skills You Need.pdf,pdf,13.36,2022-11-17,2022-11-17,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Past%20Symposium%20Presentations%20for%20Reading/Future%20of%20Work_%20Getting%20the%20Talent%20and%20Skills%20You%20Need.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHTZR7Q2AIIF7INDLKPVN6I5LXDYP
sales,Gartner Reading material/Past Symposium Presentations for Reading,Gartner Opening Keynote _ Make the difference.pdf,pdf,10.33,2022-11-17,2022-11-17,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Past%20Symposium%20Presentations%20for%20Reading/Gartner%20Opening%20Keynote%20_%20Make%20the%20difference.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT32W64IMC4PWVEKHR4WHMJJIZG2
sales,Gartner Reading material/Past Symposium Presentations for Reading,Gartner's CIO Playbook for Dealing With a Recession.pdf,pdf,1.31,2022-11-17,2022-11-17,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Past%20Symposium%20Presentations%20for%20Reading/Gartner%27s%20CIO%20Playbook%20for%20Dealing%20With%20a%20Recession.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHTYY52E362SOZZGZNBKP7QR2QSWR
sales,Gartner Reading material/Past Symposium Presentations for Reading,How to Evaluate Vendor Sustainability.pdf,pdf,1.06,2022-11-17,2022-11-17,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Past%20Symposium%20Presentations%20for%20Reading/How%20to%20Evaluate%20Vendor%20Sustainability.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT766T45UZ2TMRDIODNID5J5T2ME
sales,Gartner Reading material/Past Symposium Presentations for Reading,"How to Measure Employee Experience, Productivity and Wellbeing.pdf",pdf,8.32,2022-11-17,2022-11-17,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,yes,,"https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Past%20Symposium%20Presentations%20for%20Reading/How%20to%20Measure%20Employee%20Experience,%20Productivity%20and%20Wellbeing.pdf",b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT2QYLXSEW3CFZG26DEQMF6JNM4Q
sales,Gartner Reading material/Past Symposium Presentations for Reading,Magic Quadrant for Public Cloud IT Transformation Services.pdf,pdf,0.28,2022-11-17,2022-11-17,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Past%20Symposium%20Presentations%20for%20Reading/Magic%20Quadrant%20for%20Public%20Cloud%20IT%20Transformation%20Services.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT5ZAD3K4FEUKVH2HEXVCLMXNVZJ
sales,Gartner Reading material/Past Symposium Presentations for Reading,Signature Series _ CIO and Technology Executive Agenda for 2023.pdf,pdf,1.05,2022-11-17,2022-11-17,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Past%20Symposium%20Presentations%20for%20Reading/Signature%20Series%20_%20CIO%20and%20Technology%20Executive%20Agenda%20for%202023.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT2ANVYVMJ5X4RCIRT7DKY5DHPOR
sales,Gartner Reading material/Past Symposium Presentations for Reading,Signature Series _ Flourishing in the Rejuvenated Work and Talent Landscape.pdf,pdf,2.87,2022-11-17,2022-11-17,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Past%20Symposium%20Presentations%20for%20Reading/Signature%20Series%20_%20Flourishing%20in%20the%20Rejuvenated%20Work%20and%20Talent%20Landscape.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT3ZPQUNRVR4PNG3WGA6W5XTD4AR
sales,Gartner Reading material/Past Symposium Presentations for Reading,Signature Series_ CEO Concerns 2022-23 - Implications and Actions for CIOs.pdf,pdf,7.08,2022-11-17,2022-11-17,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Past%20Symposium%20Presentations%20for%20Reading/Signature%20Series_%20CEO%20Concerns%202022-23%20-%20Implications%20and%20Actions%20for%20CIOs.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT2VHPATSQIN5ZD2FY67WXXGSODW
sales,Gartner Reading material/Past Symposium Presentations for Reading,"Top Data and Analytics Predictions, 2022.pdf",pdf,3.41,2022-11-17,2022-11-17,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,yes,,"https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Past%20Symposium%20Presentations%20for%20Reading/Top%20Data%20and%20Analytics%20Predictions,%202022.pdf",b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT2XBABBPOBSFJFYPIWRODKXYZN3
sales,Gartner Reading material/Past Symposium Presentations for Reading,What the Best CX Organizations Do.pdf,pdf,0.73,2022-11-17,2022-11-17,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Gartner%20Reading%20material/Past%20Symposium%20Presentations%20for%20Reading/What%20the%20Best%20CX%20Organizations%20Do.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT2G4W7K4JAODNAILO36XM4NJFGE
sales,Paid Media_Case Studies,DQ August 2022_NAV BAck Office.pdf,pdf,7.75,2022-09-07,2022-08-16,SANDIP MALLIK,Case Study; Media; Sales,Case Study,Media,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Paid%20Media_Case%20Studies/DQ%20August%202022_NAV%20BAck%20Office.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT7BHFS474K5M5EJRKWKXUI26P5Q
sales,Paid Media_Case Studies,DQ Dec 2022 _Straive.pdf,pdf,13.44,2025-04-30,2022-12-21,SANDIP MALLIK,Case Study; Media; Sales,Case Study,Media,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Paid%20Media_Case%20Studies/DQ%20Dec%202022%20_Straive.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT6SPLIYUADDHNE2FHCKVAB6UNMI
sales,Paid Media_Case Studies,DQ February 2023_Shriram Capital.pdf,pdf,11.1,2023-03-23,2023-02-23,SANDIP MALLIK,Case Study; BFSI; Media; Sales,Case Study,BFSI; Media,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Paid%20Media_Case%20Studies/DQ%20February%202023_Shriram%20Capital.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT244G7WQ2LVZNBIZPKUIFUTEKN3
sales,Paid Media_Case Studies,DQ Nov 2022 _Ecom Express.pdf,pdf,8.88,2022-11-28,2022-11-24,SANDIP MALLIK,Case Study; Media; Sales,Case Study,Media,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Paid%20Media_Case%20Studies/DQ%20Nov%202022%20_Ecom%20Express.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHTZK5FFXKGFH6JCINR2AP4TCZ66P
sales,Paid Media_Case Studies,"The+Economic+Times+-+Mumbai,+6_9_2021.pdf",pdf,0.34,2022-09-07,2021-12-08,SANDIP MALLIK,Case Study; Media; Sales,Case Study,Media,,,active,yes,,"https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Paid%20Media_Case%20Studies/The+Economic+Times+-+Mumbai,+6_9_2021.pdf",b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT36LSI4FOLFBZEJ3EF723DGYUU7
sales,Paid Media_Case Studies,The-Shield-September-2022.pdf,pdf,32.08,2022-09-07,2022-09-07,SANDIP MALLIK,Case Study; Media; Sales,Case Study,Media,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Paid%20Media_Case%20Studies/The-Shield-September-2022.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHTY6ZOXQRF3EZVBJU5BY3Z2PH35U
sales,Presentations/Event Presentations,Accops-Event-TechDeck-15min-Sep25.pptx,pptx,11.33,2025-09-14,2026-04-22,Vijender Yadav,Deck; Event; Sales,Deck; Event,,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/_layouts/15/Doc.aspx?sourcedoc=%7B5BA59082-D862-49FB-932B-7E8E57F96DC2%7D&file=Accops-Event-TechDeck-15min-Sep25.pptx&action=edit&mobileredirect=true,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT4CSCSVWYWY7NEZGK36RZL7S3OC
sales,Presentations/Event Presentations,Accops-Global-Event-Deck-45min-Sep25.pptx,pptx,20.98,2025-09-14,2025-09-14,Vijender Yadav,Deck; Event; Sales,Deck; Event,,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/_layouts/15/Doc.aspx?sourcedoc=%7BB7179B55-BA99-41D5-B597-DF63BD5E5CE1%7D&file=Accops-Global-Event-Deck-45min-Sep25.pptx&action=edit&mobileredirect=true,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT2VTML3PGN22VA3LF67MO6V4XHB
